PDB, CONSENSUS, DSSP, STRIDE, KAKSI, PROSS
1wrmA, 0.9692307692307692, 0.9583333333333334, 0.9230769230769231, 0.8518518518518519, 0.9692307692307692
3lncB, 0.9722222222222222, 0.925, 0.9080459770114943, 0.8735632183908046, 0.9733333333333334
3dwvB, 0.9428571428571428, 0.8478260869565217, 0.8541666666666666, 0.8809523809523809, 0.9459459459459459
3me7B, 0.9777777777777777, 0.98, 0.98, 0.8867924528301887, 0.9777777777777777
2jekA, 0.972972972972973, 0.9176470588235294, 0.8913043478260869, 0.8095238095238095, 0.9390243902439024
3gj0B, 0.9245283018867925, 0.8955223880597015, 0.8421052631578947, 0.8266666666666667, 0.9298245614035088
3d8tA, 0.991304347826087, 0.9829059829059829, 0.9590163934426229, 0.8194444444444444, 0.9669421487603306
2p7iB, 0.9178082191780822, 0.9042553191489362, 0.9, 0.7870370370370371, 0.9125
2i0kA, 0.9197080291970803, 0.8841463414634146, 0.8719512195121951, 0.7526881720430108, 0.9020979020979021
2eu9A, 0.9, 0.8712121212121212, 0.8666666666666667, 0.7803030303030303, 0.8962264150943396
2jjqA, 0.9772727272727273, 0.9662921348314607, 0.9555555555555556, 0.8113207547169812, 0.9662921348314607
1cg5A, 0.9895833333333334, 0.9716981132075472, 0.9719626168224299, 0.9380530973451328, 0.98989898989899
2xb4A, 0.9894736842105263, 0.8928571428571429, 0.8728813559322034, 0.8524590163934426, 0.9607843137254902
3d7aB, 0.9302325581395349, 0.9090909090909091, 0.8723404255319149, 0.7884615384615384, 0.8888888888888888
2v6aO, 0.84375, 0.7105263157894737, 0.6923076923076923, 0.7297297297297297, 0.8181818181818182
2icgA, 0.9821428571428571, 0.8636363636363636, 0.8529411764705882, 0.8082191780821918, 0.9821428571428571
2ywnA, 0.9666666666666667, 0.9705882352941176, 0.918918918918919, 0.8205128205128205, 0.96875
2z0qA, 0.9470198675496688, 0.9060773480662984, 0.8763440860215054, 0.8404255319148937, 0.9329268292682927
2dykA, 0.8867924528301887, 0.8135593220338984, 0.8305084745762712, 0.765625, 0.875
2ciaA, 1.0, 0.9523809523809523, 0.95, 0.8333333333333334, 1.0
3i4gA, 0.9602649006622517, 0.8733031674208145, 0.8597285067873304, 0.8099173553719008, 0.9316770186335404
1wpnB, 0.9736842105263158, 0.9390243902439024, 0.875, 0.8333333333333334, 0.9736842105263158
3q34A, 0.85, 0.5833333333333334, 0.625, 0.53125, 0.8571428571428571
1qbzA, 0.9560439560439561, 0.9587628865979382, 0.95, 0.9565217391304348, 0.9591836734693877
3p6lA, 1.0, 0.9245283018867925, 0.8504672897196262, 0.8145161290322581, 0.9411764705882353
1vk4A, 1.0, 0.900990099009901, 0.8484848484848485, 0.8648648648648649, 0.9285714285714286
3pimA, 1.0, 0.8, 0.8363636363636363, 0.9215686274509803, 0.9772727272727273
2vxgB, 0.9473684210526315, 0.9489795918367347, 0.9223300970873787, 0.912621359223301, 0.94
1wmdA, 0.9012345679012346, 0.8064516129032258, 0.7978723404255319, 0.7916666666666666, 0.8902439024390244
3jscA, 1.0, 0.8620689655172413, 0.92, 0.75, 0.7777777777777778
3c18A, 0.9712230215827338, 0.9382716049382716, 0.9146341463414634, 0.8848484848484849, 0.9722222222222222
3ed4B, 0.9166666666666666, 0.8759124087591241, 0.8424657534246576, 0.7733333333333333, 0.8956521739130435
3o8qA, 1.0, 1.0, 0.9243697478991597, 0.824, 1.0
2qedA, 0.9736842105263158, 0.9081632653061225, 0.8958333333333334, 0.7916666666666666, 0.9425287356321839
1m2hA, 0.9411764705882353, 0.8846153846153846, 0.8476190476190476, 0.7657657657657657, 0.9111111111111111
3hhaD, 0.8372093023255814, 0.6212121212121212, 0.5616438356164384, 0.6515151515151515, 0.8372093023255814
3gg9B, 0.9428571428571428, 0.9016393442622951, 0.8888888888888888, 0.7762237762237763, 0.9026548672566371
3o2tA, 0.9727272727272728, 0.9497907949790795, 0.9344262295081968, 0.8835341365461847, 0.9605263157894737
3lbeD, 0.9444444444444444, 0.9523809523809523, 0.9090909090909091, 0.8095238095238095, 0.8947368421052632
1y20A, 0.8717948717948718, 0.8255813953488372, 0.7872340425531915, 0.7708333333333334, 0.8604651162790697
2oebA, 0.98, 0.9545454545454546, 0.9464285714285714, 0.9272727272727272, 0.9801980198019802
1yqdA, 0.9540229885057471, 0.8333333333333334, 0.8518518518518519, 0.7317073170731707, 0.8936170212765957
2ousA, 0.9061032863849765, 0.869198312236287, 0.8661087866108786, 0.8127490039840638, 0.8944954128440367
2aexA, 0.8778625954198473, 0.8309859154929577, 0.8275862068965517, 0.7439024390243902, 0.8759124087591241
2j5gA, 0.9626168224299065, 0.9538461538461539, 0.9323308270676691, 0.8623188405797102, 0.9385964912280702
2g84A, 0.9054054054054054, 0.9066666666666666, 0.8846153846153846, 0.7692307692307693, 0.9054054054054054
3eupB, 0.9852941176470589, 0.959731543624161, 0.9423076923076923, 0.8950617283950617, 0.9577464788732394
2zuxB, 1.0, 0.4, 0.4, 0.8888888888888888, 1.0
2cw5B, 0.925, 0.9423076923076923, 0.9285714285714286, 0.8421052631578947, 0.9130434782608695
3d32A, 0.9714285714285714, 0.9487179487179487, 0.9487179487179487, 0.8571428571428571, 0.972972972972973
1khiA, 1.0, 0.6, 0.625, 0.9166666666666666, 1.0
3imhA, 0.8, 0.5161290322580645, 0.5, 0.6363636363636364, 0.8
3kmtC, 0.0, 0.2727272727272727, 0.0, 0.0, 0.0
1cpqA, 0.9886363636363636, 0.9787234042553191, 0.9690721649484536, 0.95, 0.978494623655914
1l5oA, 0.9559748427672956, 0.9213483146067416, 0.8900523560209425, 0.8146341463414634, 0.9181286549707602
3bv6D, 0.9545454545454546, 0.7227722772277227, 0.8229166666666666, 0.6972477064220184, 0.9565217391304348
3luiB, 0.9787234042553191, 0.9056603773584906, 0.9056603773584906, 0.9272727272727272, 0.9591836734693877
1qwiC, 1.0, 0.8888888888888888, 0.8478260869565217, 0.8076923076923077, 1.0
1v8yA, 1.0, 1.0, 0.972972972972973, 0.925, 0.9705882352941176
3oosA, 1.0, 0.9043478260869565, 0.875, 0.8244274809160306, 0.945054945054945
3kxwA, 0.9079754601226994, 0.839622641509434, 0.8199052132701422, 0.794392523364486, 0.8636363636363636
3p48A, 0.0, 0.0, 0.0, 0.0, 0.0
1xocA, 1.0, 0.9483870967741935, 0.9386503067484663, 0.8323353293413174, 0.992
3gzxB, 0.9714285714285714, 0.8409090909090909, 0.7954545454545454, 0.8181818181818182, 0.972972972972973
3nx3A, 0.9699248120300752, 0.8726114649681529, 0.875, 0.8160919540229885, 0.9635036496350365
2e9mA, 0.8971428571428571, 0.7877358490566038, 0.8056872037914692, 0.7752293577981652, 0.8846153846153846
1dqsA, 0.96, 0.9095477386934674, 0.9068627450980392, 0.8564814814814815, 0.9358288770053476
3c3mA, 0.9767441860465116, 0.98, 0.9423076923076923, 0.8771929824561403, 0.9772727272727273
2hiyA, 0.9777777777777777, 0.8732394366197183, 0.8695652173913043, 0.8529411764705882, 0.8928571428571429
3p1gA, 0.9814814814814815, 0.9814814814814815, 0.9824561403508771, 0.875, 0.9482758620689655
3h05A, 0.9701492537313433, 0.9577464788732394, 0.9315068493150684, 0.8433734939759037, 0.9710144927536232
1p71A, 1.0, 1.0, 0.975, 0.8666666666666667, 1.0
1ej2A, 0.9571428571428572, 0.9090909090909091, 0.8765432098765432, 0.8255813953488372, 0.9583333333333334
3girA, 0.9240506329113924, 0.9213483146067416, 0.8673469387755102, 0.7289719626168224, 0.8735632183908046
1s5uD, 0.9666666666666667, 0.9696969696969697, 0.9142857142857143, 0.8055555555555556, 0.9354838709677419
2wwxA, 0.8703703703703703, 0.8064516129032258, 0.796875, 0.7692307692307693, 0.8727272727272727
1q40B, 1.0, 0.9, 0.8378378378378378, 0.8979591836734694, 1.0
3qgzA, 0.8846153846153846, 0.7878787878787878, 0.7647058823529411, 0.7419354838709677, 0.8518518518518519
3frqA, 0.9921259842519685, 0.9481481481481482, 0.9776119402985075, 0.8986486486486487, 0.9924242424242424
2zhjA, 0.9519230769230769, 0.9170305676855895, 0.9102564102564102, 0.8600823045267489, 0.9433962264150944
2j9wA, 0.9714285714285714, 0.972972972972973, 0.9473684210526315, 0.9024390243902439, 0.9577464788732394
3peaB, 0.9813084112149533, 0.9767441860465116, 0.9609375, 0.8904109589041096, 0.9734513274336283
2p4kA, 0.875, 0.811965811965812, 0.7796610169491526, 0.7758620689655172, 0.8431372549019608
3e05B, 1.0, 1.0, 0.9516129032258065, 0.8939393939393939, 0.9821428571428571
3k6qB, 1.0, 0.9538461538461539, 0.9154929577464789, 0.8840579710144928, 0.984375
1gk9A, 0.9714285714285714, 0.9389312977099237, 0.9104477611940298, 0.8854961832061069, 0.963302752293578
2fctA, 1.0, 0.875, 0.796875, 0.8979591836734694, 1.0
1euhC, 0.9829545454545454, 0.9368932038834952, 0.9142857142857143, 0.8861386138613861, 0.9615384615384616
3b51X, 0.918918918918919, 0.8975903614457831, 0.86, 0.8131868131868132, 0.8885350318471338
2qdeF, 0.9424460431654677, 0.90625, 0.9006211180124224, 0.8055555555555556, 0.9310344827586207
1uvqB, 0.7941176470588235, 0.7567567567567568, 0.7435897435897436, 0.717948717948718, 0.7631578947368421
3cx5G, 1.0, 0.9120879120879121, 0.9032258064516129, 0.8297872340425532, 0.9875
3k6gC, 1.0, 0.9848484848484849, 1.0, 0.8831168831168831, 1.0
2np5B, 0.9754098360655737, 0.9776119402985075, 0.9562043795620438, 0.9050632911392406, 0.9761904761904762
3e99A, 0.8108108108108109, 0.7560975609756098, 0.7441860465116279, 0.7380952380952381, 0.8
3exeD, 0.9827586206896551, 0.948905109489051, 0.9357142857142857, 0.8209876543209876, 0.9603174603174603
3m3gA, 1.0, 0.3548387096774194, 0.34375, 0.42105263157894735, 1.0
3e0iA, 0.8958333333333334, 0.8818181818181818, 0.8620689655172413, 0.8260869565217391, 0.8571428571428571
2okmA, 1.0, 0.6428571428571429, 0.6428571428571429, 0.46153846153846156, 1.0
2hf2B, 1.0, 0.9247311827956989, 0.9418604651162791, 0.8715596330275229, 1.0
1q7lB, 0.868421052631579, 0.8048780487804879, 0.7674418604651163, 0.717391304347826, 0.8461538461538461
1z7xW, 0.8486486486486486, 0.8177083333333334, 0.7751196172248804, 0.7309417040358744, 0.826530612244898
2ivfB, 0.9090909090909091, 0.8620689655172413, 0.8478260869565217, 0.7358490566037735, 0.9130434782608695
1u09A, 0.8920454545454546, 0.8390243902439024, 0.812206572769953, 0.7601809954751131, 0.8673469387755102
3adoA, 0.9554140127388535, 0.9529411764705882, 0.9277777777777778, 0.844559585492228, 0.9390243902439024
3msxB, 0.9714285714285714, 0.9242424242424242, 0.9172932330827067, 0.8780487804878049, 0.9722222222222222
3ndaA, 0.9019607843137255, 0.8416666666666667, 0.8264462809917356, 0.7795275590551181, 0.8807339449541285
3dfgA, 0.9897959183673469, 0.9897959183673469, 0.9523809523809523, 0.8225806451612904, 0.9705882352941176
1h2sA, 1.0, 1.0, 0.9836065573770492, 0.9414893617021277, 0.9725274725274725
2vroB, 0.9831460674157303, 0.9607843137254902, 0.9269406392694064, 0.8761467889908257, 0.9296482412060302
3ansB, 0.95, 0.8740740740740741, 0.8661971830985915, 0.889763779527559, 0.9152542372881356
1y0uA, 0.9090909090909091, 0.8928571428571429, 0.8070175438596491, 0.7761194029850746, 0.9090909090909091
1tz0B, 1.0, 0.8695652173913043, 0.8148148148148148, 0.88, 0.9523809523809523
1yoeA, 0.8207547169811321, 0.8135593220338984, 0.8, 0.75, 0.7719298245614035
2ywkA, 1.0, 0.875, 0.88, 0.7857142857142857, 1.0
3k4iA, 1.0, 0.9850746268656716, 0.9384615384615385, 0.8266666666666667, 0.9444444444444444
1vl2B, 0.9079754601226994, 0.8571428571428571, 0.8324607329842932, 0.8324324324324325, 0.8988095238095238
2woeC, 0.898876404494382, 0.8638743455497382, 0.8333333333333334, 0.7897196261682243, 0.8776595744680851
1i7kA, 0.9787234042553191, 0.98, 0.9811320754716981, 0.9056603773584906, 0.9591836734693877
1soiA, 0.9696969696969697, 0.9714285714285714, 0.9459459459459459, 0.8717948717948718, 0.9714285714285714
1gy7C, 0.9565217391304348, 0.90625, 0.9375, 0.9032258064516129, 0.96
3o1nA, 0.9797979797979798, 0.9217391304347826, 0.9152542372881356, 0.8536585365853658, 0.970873786407767
1ty9A, 0.8070175438596491, 0.8070175438596491, 0.7619047619047619, 0.7246376811594203, 0.8
2exrA, 0.9401709401709402, 0.8553459119496856, 0.8490566037735849, 0.8220858895705522, 0.9083969465648855
2ox7B, 0.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0
3ms5A, 0.9680851063829787, 0.9051724137931034, 0.8699186991869918, 0.8962264150943396, 0.9523809523809523
2z1nA, 0.989247311827957, 0.9565217391304348, 0.9568965517241379, 0.9158878504672897, 0.9895833333333334
1qnxA, 0.9791666666666666, 0.7647058823529411, 0.7605633802816901, 0.7391304347826086, 0.9795918367346939
2ov9C, 0.9615384615384616, 0.8620689655172413, 0.8813559322033898, 0.8709677419354839, 0.9629629629629629
3dmoA, 0.9696969696969697, 0.9024390243902439, 0.8837209302325582, 0.868421052631579, 0.9714285714285714
2oqkA, 1.0, 0.6428571428571429, 0.6923076923076923, 0.5, 1.0
3o83B, 0.9692307692307692, 0.8961038961038961, 0.8888888888888888, 0.8484848484848485, 0.9565217391304348
1nwwA, 0.9487179487179487, 0.9285714285714286, 0.9302325581395349, 0.8444444444444444, 0.9285714285714286
3piuA, 0.9156626506024096, 0.883248730964467, 0.8706467661691543, 0.835820895522388, 0.8971428571428571
3gqqA, 1.0, 0.9473684210526315, 0.9473684210526315, 0.8571428571428571, 1.0
2p14A, 0.975, 0.9438202247191011, 0.956989247311828, 0.9090909090909091, 0.9647058823529412
1ub3A, 0.9534883720930233, 0.9313725490196079, 0.9150943396226415, 0.8378378378378378, 0.9333333333333333
3oqpA, 0.9692307692307692, 0.8690476190476191, 0.891566265060241, 0.8241758241758241, 0.9558823529411765
3kweA, 0.9285714285714286, 0.9285714285714286, 0.8666666666666667, 0.7222222222222222, 0.8125
2ddrA, 0.9090909090909091, 0.9090909090909091, 0.8928571428571429, 0.8208955223880597, 0.9137931034482759
3hdxA, 0.8556701030927835, 0.7899159663865546, 0.7795918367346939, 0.7404580152671756, 0.8465346534653465
3mjfA, 0.9, 0.8321167883211679, 0.8195488721804511, 0.7333333333333333, 0.8793103448275862
3pbfA, 0.8913043478260869, 0.8723404255319149, 0.8367346938775511, 0.7592592592592593, 0.8723404255319149
2jliA, 0.9534883720930233, 0.9591836734693877, 0.9411764705882353, 0.9166666666666666, 0.9333333333333333
2zcnA, 0.9716312056737588, 0.9657534246575342, 0.9403973509933775, 0.9102564102564102, 0.9716312056737588
1gxnA, 0.9090909090909091, 0.8368794326241135, 0.8633093525179856, 0.8, 0.8984375
1eejB, 0.9875, 0.9767441860465116, 0.945054945054945, 0.865979381443299, 0.963855421686747
1sk4A, 0.9142857142857143, 0.8695652173913043, 0.9302325581395349, 0.813953488372093, 0.868421052631579
1ru4A, 1.0, 0.7222222222222222, 0.9230769230769231, 0.7142857142857143, 1.0
3hjsA, 0.8615384615384616, 0.8732394366197183, 0.8051948051948052, 0.7368421052631579, 0.8428571428571429
3jqyC, 0.8, 0.6923076923076923, 0.6923076923076923, 0.8181818181818182, 0.8
1x1oB, 0.9122807017543859, 0.896, 0.8828125, 0.8270676691729323, 0.8991596638655462
2jc5A, 0.9322033898305084, 0.8717948717948718, 0.8470588235294118, 0.75, 0.8695652173913043
3dl0A, 0.9900990099009901, 0.9537037037037037, 0.9292035398230089, 0.864406779661017, 0.9545454545454546
3dtzC, 0.8775510204081632, 0.922077922077922, 0.8831168831168831, 0.8255813953488372, 0.864406779661017
2p25A, 1.0, 0.8333333333333334, 0.95, 0.8, 0.9047619047619048
2engA, 0.7142857142857143, 0.5, 0.6, 0.525, 0.6896551724137931
2yyyA, 0.8155339805825242, 0.7538461538461538, 0.7633587786259542, 0.6838235294117647, 0.7798165137614679
3n11A, 0.925531914893617, 0.8828828828828829, 0.8728813559322034, 0.8532110091743119, 0.898989898989899
1sgwA, 0.9821428571428571, 0.9571428571428572, 0.9473684210526315, 0.8405797101449275, 0.9824561403508771
3elfA, 0.94, 0.874251497005988, 0.847457627118644, 0.8118279569892473, 0.9358974358974359
2b4zA, 1.0, 0.9024390243902439, 0.8367346938775511, 0.7272727272727273, 0.9743589743589743
1d3gA, 0.9214285714285714, 0.8536585365853658, 0.8362573099415205, 0.8165680473372781, 0.9054054054054054
3cptA, 0.9318181818181818, 0.8823529411764706, 0.8867924528301887, 0.8823529411764706, 0.9166666666666666
3hn3B, 0.9230769230769231, 0.8169014084507042, 0.7891156462585034, 0.7581699346405228, 0.907563025210084
2yb1A, 0.9611650485436893, 0.9, 0.8769230769230769, 0.8188405797101449, 0.9454545454545454
1m93B, 0.9230769230769231, 0.9090909090909091, 0.84, 0.7647058823529411, 0.8636363636363636
3p09B, 0.967032967032967, 0.8666666666666667, 0.8983050847457628, 0.8347826086956521, 0.9230769230769231
2a2rB, 0.8715596330275229, 0.8125, 0.7894736842105263, 0.7803030303030303, 0.8376068376068376
2cx1A, 1.0, 0.9230769230769231, 0.9583333333333334, 0.8888888888888888, 0.9791666666666666
3d9yA, 0.9024390243902439, 0.8085106382978723, 0.7959183673469388, 0.7647058823529411, 0.8444444444444444
3d4eA, 1.0, 1.0, 1.0, 0.8108108108108109, 0.9642857142857143
3k6yA, 0.875, 0.6666666666666666, 0.6666666666666666, 0.7916666666666666, 0.8823529411764706
3kv1A, 0.9875, 0.9292035398230089, 0.9541284403669725, 0.8088235294117647, 0.975609756097561
2vefA, 0.8796992481203008, 0.8581560283687943, 0.8092105263157895, 0.7218934911242604, 0.8194444444444444
1gu7B, 0.9411764705882353, 0.8709677419354839, 0.8444444444444444, 0.7985074626865671, 0.8928571428571429
3ixqD, 0.96875, 0.9142857142857143, 0.8717948717948718, 0.8395061728395061, 0.9565217391304348
3ck6B, 0.990909090909091, 0.9344262295081968, 0.9069767441860465, 0.9242424242424242, 0.9421487603305785
3h4oA, 0.9787234042553191, 0.9206349206349206, 0.8805970149253731, 0.7692307692307693, 0.9787234042553191
2wx9A, 0.993006993006993, 0.9876543209876543, 0.9590643274853801, 0.8914285714285715, 0.9746835443037974
2h9hA, 0.8571428571428571, 0.5897435897435898, 0.5897435897435898, 0.782608695652174, 0.8260869565217391
1lb3A, 0.9834710743801653, 0.968, 0.9457364341085271, 0.9090909090909091, 0.976
3a6sB, 0.8636363636363636, 0.76, 0.7407407407407407, 0.7692307692307693, 0.8636363636363636
3nddA, 0.9603960396039604, 0.8660714285714286, 0.85, 0.8455284552845529, 0.9619047619047619
1i2mB, 0.0, 0.13636363636363635, 0.21428571428571427, 0.0, 0.0
1q0rA, 0.9557522123893806, 0.921875, 0.8978102189781022, 0.85, 0.9401709401709402
1vknA, 0.9726027397260274, 0.864406779661017, 0.8828828828828829, 0.8034188034188035, 0.9736842105263158
3pj0B, 0.9276315789473685, 0.8994082840236687, 0.9036144578313253, 0.8307692307692308, 0.9192546583850931
3d34A, 1.0, 1.0, 1.0, 0.96, 1.0
1x13B, 0.9565217391304348, 0.8405797101449275, 0.8206896551724138, 0.803921568627451, 0.9416666666666667
3enuA, 0.5, 0.4375, 0.5384615384615384, 0.45454545454545453, 0.5
1ws0A, 1.0, 0.975609756097561, 0.9523809523809523, 0.8529411764705882, 1.0
3iiuM, 0.9326923076923077, 0.8956521739130435, 0.8803418803418803, 0.8596491228070176, 0.9107142857142857
2fu0A, 1.0, 1.0, 0.92, 0.7692307692307693, 0.9090909090909091
2jftA, 0.9857142857142858, 0.8974358974358975, 0.8433734939759037, 0.7608695652173914, 0.971830985915493
1ah7A, 0.9343065693430657, 0.896774193548387, 0.8727272727272727, 0.8373493975903614, 0.9166666666666666
3h7fB, 0.9257142857142857, 0.8262910798122066, 0.8388625592417062, 0.8155339805825242, 0.8956043956043956
2v84A, 0.9813084112149533, 0.9172413793103448, 0.9054054054054054, 0.8376623376623377, 0.9487179487179487
2d5bA, 0.9313304721030042, 0.9066147859922179, 0.8768656716417911, 0.8107142857142857, 0.9061224489795918
1yphE, 1.0, 0.88, 0.88, 1.0, 1.0
3lq3A, 0.9659863945578231, 0.9190751445086706, 0.8901098901098901, 0.8662790697674418, 0.937888198757764
3logC, 0.9761904761904762, 0.9432624113475178, 0.9305555555555556, 0.8354430379746836, 0.9626865671641791
2x8hA, 0.9217877094972067, 0.8045454545454546, 0.788546255506608, 0.7739130434782608, 0.9032258064516129
3ge3A, 0.9767441860465116, 0.9333333333333333, 0.9244712990936556, 0.8923076923076924, 0.967741935483871
2rk5A, 1.0, 1.0, 1.0, 0.8095238095238095, 1.0
2oaiA, 1.0, 1.0, 1.0, 0.8095238095238095, 1.0
2j6bA, 0.9285714285714286, 0.9285714285714286, 0.9285714285714286, 0.8125, 0.9285714285714286
1rkiA, 0.9166666666666666, 0.9166666666666666, 0.7666666666666667, 0.8125, 0.8
2uurA, 0.6, 0.6428571428571429, 0.5862068965517241, 0.47619047619047616, 0.6363636363636364
1iqzA, 1.0, 1.0, 1.0, 0.9, 1.0
2z6iA, 0.9914529914529915, 0.9583333333333334, 0.9266666666666666, 0.8529411764705882, 0.976
2xioA, 0.9487179487179487, 0.8740740740740741, 0.8275862068965517, 0.7959183673469388, 0.905511811023622
2oqbA, 0.9285714285714286, 0.9285714285714286, 0.8666666666666667, 0.7647058823529411, 0.8666666666666667
3bbbD, 0.8260869565217391, 0.625, 0.6, 0.6190476190476191, 0.7636363636363637
3gpkB, 0.9666666666666667, 0.8780487804878049, 0.8780487804878049, 0.7111111111111111, 0.967741935483871
2vbfA, 0.9547738693467337, 0.8614718614718615, 0.8451882845188284, 0.78515625, 0.9178082191780822
3mdqA, 0.9519230769230769, 0.9452054794520548, 0.9319727891156463, 0.8954248366013072, 0.9565217391304348
2ab0A, 0.8813559322033898, 0.8243243243243243, 0.775, 0.735632183908046, 0.8412698412698413
2wm3A, 0.9915254237288136, 0.9492753623188406, 0.9637681159420289, 0.875, 0.983739837398374
2ib8A, 0.9504132231404959, 0.8954248366013072, 0.896774193548387, 0.8620689655172413, 0.924812030075188
3oa3B, 0.9908256880733946, 0.959349593495935, 0.953125, 0.8796992481203008, 0.9734513274336283
2dc1B, 0.9358974358974359, 0.8586956521739131, 0.8478260869565217, 0.8105263157894737, 0.9397590361445783
1y9lA, 0.875, 0.7368421052631579, 0.7368421052631579, 0.8235294117647058, 0.875
3kd6B, 0.946236559139785, 0.9017857142857143, 0.9017857142857143, 0.7969924812030075, 0.9313725490196079
2zfdA, 0.9278350515463918, 0.8547008547008547, 0.8632478632478633, 0.7967479674796748, 0.9215686274509803
3h0uC, 0.9603174603174603, 0.9481481481481482, 0.9230769230769231, 0.8543046357615894, 0.9496402877697842
1g3pA, 1.0, 1.0, 0.9333333333333333, 0.8235294117647058, 1.0
1ugpB, 0.9041095890410958, 0.8651685393258427, 0.8777777777777778, 0.7701149425287356, 0.8831168831168831
2c42B, 0.8914549653579676, 0.8185404339250493, 0.8026315789473685, 0.7468123861566485, 0.8731182795698925
1uxoA, 0.9649122807017544, 0.9565217391304348, 0.9166666666666666, 0.8674698795180723, 0.95
3mxoB, 0.8387096774193549, 0.7837837837837838, 0.8055555555555556, 0.7733333333333333, 0.8333333333333334
1evhA, 1.0, 0.8571428571428571, 0.75, 1.0, 1.0
1i0lA, 0.88, 0.7894736842105263, 0.8545454545454545, 0.7301587301587301, 0.8392857142857143
1h5qL, 1.0, 0.9609375, 0.9534883720930233, 0.9206349206349206, 1.0
1s1pA, 0.9719626168224299, 0.937007874015748, 0.9147286821705426, 0.7910447761194029, 0.9137931034482759
3oepA, 0.984375, 0.9452054794520548, 0.8888888888888888, 0.8313253012048193, 0.9696969696969697
1rttA, 0.9384615384615385, 0.9411764705882353, 0.9295774647887324, 0.8227848101265823, 0.9117647058823529
